iid,id,wave,pid,age,amb1_1,amb2_1,amb3_1,art,attr1_1,attr2_1,attr3_1,career_c,clubbing,concerts,date,dining,exercise,exphappy,field_cd,fun1_1,fun2_1,fun3_1,gaming,gender,go_out,goal,hiking,imprace,imprelig,intel1_1,intel2_1,intel3_1,movies,museums,music,race,reading,shar1_1,shar2_1,shopping,sinc1_1,sinc2_1,sinc3_1,sports,theater,tv,tvsports,yoga,dec,match
213,213,9,220,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,221,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,222,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,223,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,224,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,225,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,226,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,1,0
213,213,9,227,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,1,1
213,213,9,228,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,229,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,230,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,231,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,232,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
213,213,9,233,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0,0,0
214,214,9,194,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,0,0
214,214,9,195,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,0,0
214,214,9,196,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,1
214,214,9,197,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,198,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,0,0
214,214,9,199,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,200,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,201,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,202,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,203,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,204,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,205,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,206,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,0,0
214,214,9,207,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,208,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,209,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,0,0
214,214,9,210,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,1
214,214,9,211,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,212,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
214,214,9,213,23.0,14.89,16.67,8.0,7.0,17.02,14.58,8.0,2.0,7.0,4.0,6.0,8.0,10.0,6.0,10.0,21.28,18.75,10.0,4.0,1.0,2.0,1.0,7.0,6.0,8.0,17.02,16.67,9.0,6.0,6.0,6.0,2.0,3.0,8.51,12.5,7.0,21.28,20.83,10.0,9.0,9.0,1.0,3.0,1.0,1,0
215,215,9,194,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,195,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,1
215,215,9,196,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,197,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,0
215,215,9,198,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,199,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,1
215,215,9,200,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,0
215,215,9,201,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,202,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,203,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,204,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,0
215,215,9,205,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,206,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,207,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,0
215,215,9,208,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,1
215,215,9,209,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
215,215,9,210,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,1
215,215,9,211,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,0
215,215,9,212,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,1,1
215,215,9,213,26.0,14.89,11.63,9.0,4.0,14.89,11.63,7.0,7.0,6.0,2.0,4.0,9.0,9.0,7.0,8.0,19.15,20.93,9.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,21.28,16.28,9.0,9.0,6.0,7.0,4.0,9.0,10.64,16.28,9.0,19.15,23.26,8.0,8.0,2.0,5.0,6.0,2.0,0,0
216,216,9,194,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,0,0
216,216,9,195,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,196,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,0,0
216,216,9,197,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,0,0
216,216,9,198,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,199,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,200,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,201,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,202,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,203,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,204,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,0,0
216,216,9,205,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,206,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,0,0
216,216,9,207,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,208,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,209,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
216,216,9,210,27.0,12.5,17.39,10.0,5.0,7.5,19.57,5.0,7.0,1.0,6.0,5.0,7.0,2.0,6.0,8.0,22.5,17.39,9.0,5.0,1.0,3.0,2.0,3.0,7.0,1.0,20.0,15.22,9.0,7.0,7.0,5.0,2.0,13.0,20.0,13.04,2.0,17.5,17.39,10.0,2.0,6.0,6.0,1.0,1.0,1,0
