iid,pid,wave,dec,match,age_A,amb1_1_A,amb2_1_A,amb3_1_A,art_A,attr1_1_A,attr2_1_A,attr3_1_A,career_c_A,clubbing_A,concerts_A,date_A,dining_A,exercise_A,exphappy_A,field_cd_A,fun1_1_A,fun2_1_A,fun3_1_A,gaming_A,gender_A,go_out_A,goal_A,hiking_A,imprace_A,imprelig_A,intel1_1_A,intel2_1_A,intel3_1_A,movies_A,museums_A,music_A,race_A,reading_A,shar1_1_A,shar2_1_A,shopping_A,sinc1_1_A,sinc2_1_A,sinc3_1_A,sports_A,theater_A,tv_A,tvsports_A,yoga_A,age_B,amb1_1_B,amb2_1_B,amb3_1_B,art_B,attr1_1_B,attr2_1_B,attr3_1_B,career_c_B,clubbing_B,concerts_B,date_B,dining_B,exercise_B,exphappy_B,field_cd_B,fun1_1_B,fun2_1_B,fun3_1_B,gaming_B,gender_B,go_out_B,goal_B,hiking_B,imprace_B,imprelig_B,intel1_1_B,intel2_1_B,intel3_1_B,movies_B,museums_B,music_B,race_B,reading_B,shar1_1_B,shar2_1_B,shopping_B,sinc1_1_B,sinc2_1_B,sinc3_1_B,sports_B,theater_B,tv_B,tvsports_B,yoga_B
220,212,9,0,0,25.0,14.81,17.31,10.0,10.0,16.67,15.38,10.0,6.0,8.0,5.0,5.0,10.0,5.0,10.0,13.0,16.67,17.31,10.0,6.0,1.0,2.0,1.0,10.0,1.0,1.0,16.67,15.38,10.0,5.0,9.0,9.0,6.0,10.0,18.52,19.23,5.0,16.67,15.38,10.0,9.0,5.0,2.0,9.0,5.0,27.0,18.37,12.5,9.0,8.0,14.29,22.5,7.0,7.0,9.0,6.0,5.0,8.0,8.0,5.0,8.0,16.33,22.5,7.0,6.0,0.0,2.0,1.0,8.0,3.0,6.0,18.37,15.0,8.0,8.0,8.0,7.0,3.0,8.0,14.29,12.5,8.0,18.37,15.0,9.0,8.0,8.0,8.0,5.0,3.0
220,213,9,1,0,25.0,14.81,17.31,10.0,10.0,16.67,15.38,10.0,6.0,8.0,5.0,5.0,10.0,5.0,10.0,13.0,16.67,17.31,10.0,6.0,1.0,2.0,1.0,10.0,1.0,1.0,16.67,15.38,10.0,5.0,9.0,9.0,6.0,10.0,18.52,19.23,5.0,16.67,15.38,10.0,9.0,5.0,2.0,9.0,5.0,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0
221,194,9,1,1,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,24.0,18.0,14.0,10.0,6.0,16.0,20.0,9.0,3.0,7.0,5.0,3.0,9.0,6.0,7.0,3.0,16.0,20.0,8.0,8.0,0.0,2.0,3.0,4.0,9.0,9.0,20.0,16.0,10.0,9.0,6.0,7.0,2.0,9.0,14.0,18.0,9.0,16.0,12.0,10.0,8.0,6.0,9.0,6.0,4.0
221,195,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,27.0,13.46,11.36,8.0,5.0,15.38,22.73,9.0,2.0,8.0,3.0,2.0,8.0,9.0,8.0,10.0,19.23,18.18,10.0,9.0,0.0,1.0,1.0,9.0,3.0,9.0,19.23,18.18,10.0,4.0,5.0,6.0,2.0,10.0,13.46,13.64,5.0,19.23,15.91,8.0,7.0,3.0,1.0,6.0,1.0
221,196,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,25.0,15.69,14.58,9.0,7.0,17.65,18.75,9.0,2.0,8.0,9.0,1.0,7.0,6.0,6.0,7.0,15.69,16.67,9.0,6.0,0.0,1.0,1.0,8.0,1.0,6.0,17.65,16.67,9.0,9.0,7.0,9.0,4.0,6.0,15.69,14.58,7.0,17.65,18.75,9.0,3.0,9.0,8.0,3.0,9.0
221,197,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,24.0,16.0,14.29,7.0,8.0,14.0,23.81,7.0,7.0,5.0,8.0,4.0,10.0,4.0,3.0,13.0,18.0,16.67,9.0,7.0,0.0,3.0,1.0,4.0,2.0,1.0,20.0,19.05,9.0,10.0,8.0,10.0,6.0,9.0,14.0,11.9,7.0,18.0,14.29,8.0,6.0,5.0,6.0,1.0,3.0
221,198,9,0,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,23.0,9.62,15.38,7.0,8.0,15.38,25.64,7.0,7.0,7.0,9.0,2.0,9.0,6.0,6.0,13.0,19.23,15.38,7.0,5.0,0.0,3.0,2.0,9.0,8.0,5.0,17.31,12.82,9.0,9.0,8.0,9.0,4.0,4.0,19.23,12.82,10.0,19.23,17.95,9.0,6.0,9.0,9.0,8.0,4.0
221,199,9,1,1,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,30.0,20.0,9.38,9.0,10.0,17.5,31.25,9.0,2.0,7.0,3.0,5.0,10.0,10.0,4.0,7.0,12.5,18.75,7.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,20.0,9.38,9.0,8.0,10.0,5.0,2.0,10.0,12.5,15.63,7.0,17.5,15.63,7.0,8.0,7.0,4.0,3.0,1.0
221,200,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,25.0,16.98,17.02,8.0,7.0,13.21,17.02,8.0,9.0,6.0,9.0,7.0,8.0,9.0,5.0,8.0,16.98,19.15,8.0,3.0,0.0,2.0,1.0,10.0,1.0,1.0,18.87,14.89,8.0,8.0,7.0,10.0,2.0,8.0,15.09,17.02,3.0,18.87,14.89,10.0,10.0,8.0,1.0,3.0,4.0
221,201,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,25.0,17.31,8.57,8.0,7.0,15.38,25.71,7.0,7.0,7.0,7.0,4.0,8.0,8.0,2.0,8.0,17.31,22.86,9.0,8.0,0.0,2.0,1.0,7.0,8.0,8.0,17.31,14.29,9.0,7.0,7.0,7.0,2.0,7.0,15.38,11.43,7.0,17.31,17.14,8.0,8.0,7.0,7.0,8.0,6.0
221,202,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,22.0,15.38,14.29,8.0,4.0,15.38,21.43,7.0,2.0,6.0,6.0,6.0,7.0,9.0,3.0,2.0,19.23,21.43,9.0,1.0,0.0,2.0,2.0,4.0,8.0,5.0,19.23,9.52,10.0,9.0,6.0,7.0,2.0,8.0,11.54,16.67,7.0,19.23,16.67,10.0,8.0,7.0,7.0,8.0,1.0
221,203,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,22.0,18.0,13.16,7.0,2.0,16.0,23.68,9.0,2.0,6.0,3.0,6.0,6.0,8.0,3.0,2.0,20.0,18.42,9.0,1.0,0.0,2.0,6.0,2.0,4.0,10.0,18.0,10.53,10.0,8.0,4.0,7.0,2.0,7.0,8.0,15.79,9.0,20.0,18.42,8.0,3.0,6.0,10.0,1.0,2.0
221,204,9,0,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,26.0,17.65,3.13,10.0,10.0,19.61,31.25,9.0,7.0,9.0,3.0,5.0,9.0,9.0,4.0,8.0,15.69,31.25,9.0,1.0,0.0,1.0,3.0,3.0,8.0,6.0,17.65,9.38,10.0,5.0,10.0,8.0,2.0,8.0,13.73,15.63,10.0,15.69,9.38,5.0,10.0,5.0,4.0,5.0,7.0
221,205,9,1,1,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,23.0,11.54,19.05,5.0,6.0,15.38,21.43,7.0,2.0,6.0,5.0,7.0,8.0,6.0,5.0,10.0,19.23,19.05,9.0,2.0,0.0,1.0,1.0,7.0,5.0,5.0,19.23,11.9,10.0,8.0,6.0,6.0,2.0,9.0,17.31,16.67,3.0,17.31,11.9,8.0,8.0,3.0,3.0,2.0,5.0
221,206,9,1,1,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,31.0,16.67,16.0,8.0,7.0,14.58,18.0,8.0,9.0,9.0,7.0,5.0,9.0,5.0,6.0,8.0,18.75,20.0,8.0,7.0,0.0,1.0,1.0,7.0,2.0,2.0,20.83,18.0,8.0,7.0,7.0,9.0,1.0,9.0,12.5,12.0,5.0,16.67,16.0,8.0,5.0,7.0,5.0,5.0,7.0
221,207,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,23.0,19.23,16.33,9.0,5.0,17.31,18.37,8.0,1.0,4.0,5.0,3.0,7.0,8.0,6.0,10.0,19.23,18.37,10.0,3.0,0.0,1.0,1.0,2.0,9.0,5.0,17.31,16.33,8.0,6.0,5.0,7.0,2.0,3.0,13.46,14.29,9.0,13.46,16.33,8.0,10.0,7.0,7.0,8.0,6.0
221,208,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,25.0,19.23,13.95,10.0,10.0,11.54,23.26,9.0,7.0,8.0,10.0,4.0,9.0,7.0,5.0,10.0,19.23,16.28,10.0,5.0,0.0,3.0,2.0,10.0,2.0,1.0,19.23,13.95,10.0,9.0,10.0,10.0,1.0,8.0,17.31,16.28,9.0,13.46,16.28,10.0,9.0,7.0,5.0,7.0,8.0
221,209,9,0,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,28.0,15.22,13.95,8.0,5.0,13.04,20.93,7.0,7.0,8.0,7.0,6.0,8.0,6.0,7.0,13.0,17.39,18.6,8.0,8.0,0.0,2.0,3.0,6.0,7.0,3.0,17.39,13.95,7.0,8.0,5.0,10.0,1.0,3.0,15.22,18.6,3.0,21.74,13.95,9.0,3.0,7.0,6.0,2.0,3.0
221,210,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,29.0,11.11,2.78,9.0,9.0,20.0,25.0,8.0,2.0,2.0,7.0,6.0,8.0,9.0,5.0,10.0,15.56,13.89,6.0,1.0,0.0,3.0,2.0,9.0,10.0,4.0,20.0,13.89,9.0,7.0,9.0,7.0,2.0,9.0,17.78,22.22,5.0,15.56,22.22,8.0,9.0,7.0,5.0,3.0,1.0
221,211,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,28.0,16.36,14.0,9.0,9.0,16.36,16.0,7.0,9.0,1.0,9.0,4.0,10.0,9.0,5.0,13.0,18.18,20.0,9.0,8.0,0.0,1.0,2.0,5.0,9.0,1.0,18.18,18.0,9.0,10.0,9.0,7.0,2.0,9.0,14.55,16.0,10.0,16.36,16.0,9.0,9.0,10.0,9.0,8.0,7.0
221,212,9,1,1,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,27.0,18.37,12.5,9.0,8.0,14.29,22.5,7.0,7.0,9.0,6.0,5.0,8.0,8.0,5.0,8.0,16.33,22.5,7.0,6.0,0.0,2.0,1.0,8.0,3.0,6.0,18.37,15.0,8.0,8.0,8.0,7.0,3.0,8.0,14.29,12.5,8.0,18.37,15.0,9.0,8.0,8.0,8.0,5.0,3.0
221,213,9,1,0,27.0,17.78,17.65,9.0,3.0,15.56,15.69,7.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,8.0,17.78,15.69,7.0,3.0,1.0,3.0,2.0,4.0,6.0,1.0,17.78,19.61,9.0,8.0,6.0,4.0,4.0,8.0,13.33,11.76,4.0,17.78,19.61,9.0,5.0,8.0,7.0,6.0,1.0,25.0,17.24,14.55,9.0,7.0,15.52,18.18,8.0,7.0,7.0,8.0,4.0,8.0,9.0,7.0,13.0,17.24,18.18,9.0,7.0,0.0,2.0,2.0,6.0,9.0,10.0,17.24,16.36,9.0,10.0,8.0,9.0,3.0,8.0,15.52,14.55,8.0,17.24,18.18,10.0,8.0,10.0,7.0,7.0,5.0
222,194,9,0,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,24.0,18.0,14.0,10.0,6.0,16.0,20.0,9.0,3.0,7.0,5.0,3.0,9.0,6.0,7.0,3.0,16.0,20.0,8.0,8.0,0.0,2.0,3.0,4.0,9.0,9.0,20.0,16.0,10.0,9.0,6.0,7.0,2.0,9.0,14.0,18.0,9.0,16.0,12.0,10.0,8.0,6.0,9.0,6.0,4.0
222,195,9,0,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,27.0,13.46,11.36,8.0,5.0,15.38,22.73,9.0,2.0,8.0,3.0,2.0,8.0,9.0,8.0,10.0,19.23,18.18,10.0,9.0,0.0,1.0,1.0,9.0,3.0,9.0,19.23,18.18,10.0,4.0,5.0,6.0,2.0,10.0,13.46,13.64,5.0,19.23,15.91,8.0,7.0,3.0,1.0,6.0,1.0
222,196,9,1,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,25.0,15.69,14.58,9.0,7.0,17.65,18.75,9.0,2.0,8.0,9.0,1.0,7.0,6.0,6.0,7.0,15.69,16.67,9.0,6.0,0.0,1.0,1.0,8.0,1.0,6.0,17.65,16.67,9.0,9.0,7.0,9.0,4.0,6.0,15.69,14.58,7.0,17.65,18.75,9.0,3.0,9.0,8.0,3.0,9.0
222,197,9,1,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,24.0,16.0,14.29,7.0,8.0,14.0,23.81,7.0,7.0,5.0,8.0,4.0,10.0,4.0,3.0,13.0,18.0,16.67,9.0,7.0,0.0,3.0,1.0,4.0,2.0,1.0,20.0,19.05,9.0,10.0,8.0,10.0,6.0,9.0,14.0,11.9,7.0,18.0,14.29,8.0,6.0,5.0,6.0,1.0,3.0
222,198,9,0,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,23.0,9.62,15.38,7.0,8.0,15.38,25.64,7.0,7.0,7.0,9.0,2.0,9.0,6.0,6.0,13.0,19.23,15.38,7.0,5.0,0.0,3.0,2.0,9.0,8.0,5.0,17.31,12.82,9.0,9.0,8.0,9.0,4.0,4.0,19.23,12.82,10.0,19.23,17.95,9.0,6.0,9.0,9.0,8.0,4.0
222,199,9,1,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,30.0,20.0,9.38,9.0,10.0,17.5,31.25,9.0,2.0,7.0,3.0,5.0,10.0,10.0,4.0,7.0,12.5,18.75,7.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,20.0,9.38,9.0,8.0,10.0,5.0,2.0,10.0,12.5,15.63,7.0,17.5,15.63,7.0,8.0,7.0,4.0,3.0,1.0
222,200,9,1,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,25.0,16.98,17.02,8.0,7.0,13.21,17.02,8.0,9.0,6.0,9.0,7.0,8.0,9.0,5.0,8.0,16.98,19.15,8.0,3.0,0.0,2.0,1.0,10.0,1.0,1.0,18.87,14.89,8.0,8.0,7.0,10.0,2.0,8.0,15.09,17.02,3.0,18.87,14.89,10.0,10.0,8.0,1.0,3.0,4.0
222,201,9,0,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,25.0,17.31,8.57,8.0,7.0,15.38,25.71,7.0,7.0,7.0,7.0,4.0,8.0,8.0,2.0,8.0,17.31,22.86,9.0,8.0,0.0,2.0,1.0,7.0,8.0,8.0,17.31,14.29,9.0,7.0,7.0,7.0,2.0,7.0,15.38,11.43,7.0,17.31,17.14,8.0,8.0,7.0,7.0,8.0,6.0
222,202,9,1,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,22.0,15.38,14.29,8.0,4.0,15.38,21.43,7.0,2.0,6.0,6.0,6.0,7.0,9.0,3.0,2.0,19.23,21.43,9.0,1.0,0.0,2.0,2.0,4.0,8.0,5.0,19.23,9.52,10.0,9.0,6.0,7.0,2.0,8.0,11.54,16.67,7.0,19.23,16.67,10.0,8.0,7.0,7.0,8.0,1.0
222,203,9,1,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,22.0,18.0,13.16,7.0,2.0,16.0,23.68,9.0,2.0,6.0,3.0,6.0,6.0,8.0,3.0,2.0,20.0,18.42,9.0,1.0,0.0,2.0,6.0,2.0,4.0,10.0,18.0,10.53,10.0,8.0,4.0,7.0,2.0,7.0,8.0,15.79,9.0,20.0,18.42,8.0,3.0,6.0,10.0,1.0,2.0
222,204,9,0,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,26.0,17.65,3.13,10.0,10.0,19.61,31.25,9.0,7.0,9.0,3.0,5.0,9.0,9.0,4.0,8.0,15.69,31.25,9.0,1.0,0.0,1.0,3.0,3.0,8.0,6.0,17.65,9.38,10.0,5.0,10.0,8.0,2.0,8.0,13.73,15.63,10.0,15.69,9.38,5.0,10.0,5.0,4.0,5.0,7.0
222,205,9,1,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,23.0,11.54,19.05,5.0,6.0,15.38,21.43,7.0,2.0,6.0,5.0,7.0,8.0,6.0,5.0,10.0,19.23,19.05,9.0,2.0,0.0,1.0,1.0,7.0,5.0,5.0,19.23,11.9,10.0,8.0,6.0,6.0,2.0,9.0,17.31,16.67,3.0,17.31,11.9,8.0,8.0,3.0,3.0,2.0,5.0
222,206,9,0,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,31.0,16.67,16.0,8.0,7.0,14.58,18.0,8.0,9.0,9.0,7.0,5.0,9.0,5.0,6.0,8.0,18.75,20.0,8.0,7.0,0.0,1.0,1.0,7.0,2.0,2.0,20.83,18.0,8.0,7.0,7.0,9.0,1.0,9.0,12.5,12.0,5.0,16.67,16.0,8.0,5.0,7.0,5.0,5.0,7.0
222,207,9,1,0,27.0,4.76,14.29,4.0,9.0,9.52,16.67,4.0,2.0,7.0,10.0,6.0,8.0,6.0,3.0,2.0,19.05,21.43,7.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,23.81,7.14,9.0,9.0,10.0,8.0,2.0,9.0,23.81,19.05,3.0,19.05,21.43,9.0,5.0,9.0,1.0,1.0,1.0,23.0,19.23,16.33,9.0,5.0,17.31,18.37,8.0,1.0,4.0,5.0,3.0,7.0,8.0,6.0,10.0,19.23,18.37,10.0,3.0,0.0,1.0,1.0,2.0,9.0,5.0,17.31,16.33,8.0,6.0,5.0,7.0,2.0,3.0,13.46,14.29,9.0,13.46,16.33,8.0,10.0,7.0,7.0,8.0,6.0
